id,title_ru,title_en,focus,equipment,level,minutes,calories,sets,description,requirements,steps,warnings,image,video,history,doctor_review,source_url,data_license,focus_ru,equipment_ru,description_ru,requirements_ru,steps_ru,warnings_ru,history_ru
wger-538,Наклониться на скамейку - Барбелл [wger-538],Incline Bench Press - Barbell [wger-538],"Chest: Chest, Shoulders, Triceps","Barbell, Incline bench",средний,28,163,4,"To do slowly, tempo is 4010","Инвентарь: Barbell, Incline bench. Освободите безопасное место и подготовьте воду.","To do slowly, tempo is 4010","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/media/exercise-images/41/Incline-bench-press-1.png.400x400_q85.jpg,https://wger.de/media/exercise-video/538/4349a6f6-4cee-4c09-828b-c5e7fc2c1ff1.MOV,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: Barbell, Incline bench. Расход 163 ккал за 28 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/538/view,wger · CC-BY-SA 3 · wger.de,"Кровь: грудь, плечи, трицепсы","Барбелл, скачок","Если делать медленно, темпо 4010","Инвентарь: Барбелл, скачок. Освободите безопасное место и подготовьте воду.","Если делать медленно, темпо 4010","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-562,Стрельба-порядок [Wger-562],Shotgun Row [wger-562],Back: Lats,bodyweight,средний,26,152,4,"1. Attach a single handle to a low cable.\n2. After selecting the correct weight, stand a couple feet back with a wide-split stance. Your arm should be extended and your shoulder forward. This will be your starting position.\n3. Perform the movement by retracting the shoulder and flexing the elbow. As you pull, supinate the wrist, turning the palm upward as you go.\n4. After a brief pause, return to the starting position.",Инвентарь: bodyweight. Освободите безопасное место и подготовьте воду.,"1. Attach a single handle to a low cable.\n2. After selecting the correct weight, stand a couple feet back with a wide-split stance. Your arm should be extended and your shoulder forward. This will be your starting position.\n3. Perform the movement by retracting the shoulder and flexing the elbow. As you pull, supinate the wrist, turning the palm upward as you go.\n4. After a brief pause, return to the starting position.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-12.6a5de7a0e373.svg,,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: bodyweight. Расход 152 ккал за 26 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/562/view,wger · CC-BY-SA 4 · cal.zabel,Сзади: латыши,вес тела,"1. Присоедините к низкому кабелю одну рукоятку.\nПосле того, как вы выбрали правильный вес, вставайте на пару футов назад с широкой раздробленной позицией.\n3. Выполните движение, оттягивая плечо и сгибая локтей.\n4. После короткой паузы возвращайтесь в начальное положение.",Инвентарь: вес тела. Освободите безопасное место и подготовьте воду.,"1. Присоедините к низкому кабелю одну рукоятку.\nПосле того, как вы выбрали правильный вес, вставайте на пару футов назад с широкой раздробленной позицией.\n3. Выполните движение, оттягивая плечо и сгибая локтей.\n4. После короткой паузы возвращайтесь в начальное положение.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-607,Сплинтер Сит-Ап [wger-607],Splinter Sit-ups [wger-607],Abs: Obliquus externus abdominis,bodyweight,средний,19,89,4,"Lie on your back with your legs straight and arms at your sides, keeping your elbows bent at 90 degrees. As you sit up, twist your upper body to the right and bring your left knee toward your right elbow while you swing your left arm back. Lower your body to the starting position, and repeat to your right. That's 1 rep.",Инвентарь: bodyweight. Освободите безопасное место и подготовьте воду.,"Lie on your back with your legs straight and arms at your sides, keeping your elbows bent at 90 degrees. As you sit up, twist your upper body to the right and bring your left knee toward your right elbow while you swing your left arm back. Lower your body to the starting position, and repeat to your right. That's 1 rep.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-14.153978038d0b.svg,,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: bodyweight. Расход 89 ккал за 19 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/607/view,wger · CC-BY-SA 3 · djblitzd,Абс: Obliquus externus abdominis,вес тела,"Лечь на спину с ногами прямо и руками на боках, держа локтей нагнутыми на 90 градусов. Когда сидишь, поверни верхнюю часть тела направо и принимай левое колено в сторону правого локтея, пока ты повернишь левую руку назад. Снимай тело в начальное положение, и повтори направо. Это 1 повторение.",Инвентарь: вес тела. Освободите безопасное место и подготовьте воду.,"Лечь на спину с ногами прямо и руками на боках, держа локтей нагнутыми на 90 градусов. Когда сидишь, поверни верхнюю часть тела направо и принимай левое колено в сторону правого локтея, пока ты повернишь левую руку назад. Снимай тело в начальное положение, и повтори направо. Это 1 повторение.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-569,"Очаровательная печать, на Multi Press [wger-569]","Shoulder Press, on Multi Press [wger-569]",Shoulders: Shoulders,bodyweight,продвинутый,33,173,5,"The exercise is basically the same as with a free barbell:\nSit on a bench, the back rest should be almost vertical. Take a bar with a shoulder wide grip and bring it down to chest height. Press the weight up, but don't stretch the arms completely. Go slowly down and repeat.",Инвентарь: bodyweight. Освободите безопасное место и подготовьте воду.,"The exercise is basically the same as with a free barbell:\nSit on a bench, the back rest should be almost vertical. Take a bar with a shoulder wide grip and bring it down to chest height. Press the weight up, but don't stretch the arms completely. Go slowly down and repeat.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-2.e1e1205a3202.svg,,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: bodyweight. Расход 173 ккал за 33 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/569/view,wger · CC-BY-SA 3 · wger.de,Оши: Оши,вес тела,"Воспитание в основном такое же, как и при свободном барабане: сидите на скамейке, спина должна быть почти вертикальной. Возьмите бара с широким плечом и спустите его до высоты груди. Нажмите на вес, но не растягивайте руки полностью.",Инвентарь: вес тела. Освободите безопасное место и подготовьте воду.,"Воспитание в основном такое же, как и при свободном барабане: сидите на скамейке, спина должна быть почти вертикальной. Возьмите бара с широким плечом и спустите его до высоты груди. Нажмите на вес, но не растягивайте руки полностью.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-591,Сидячие места [wger-591],Sit-ups [wger-591],Abs: Abs,bodyweight,средний,29,135,3,"Sit on a mat, your calves are resting on a bench, the knees make a right angle. Hold your hands behind your neck. Go now up with a rolling movement of your back, you should feel how the individual vertebrae lose contact with the mat. At the highest point, contract your abs as much as you can and hold there for 2 sec. Go now down, unrolling your back.",Инвентарь: bodyweight. Освободите безопасное место и подготовьте воду.,"Sit on a mat, your calves are resting on a bench, the knees make a right angle. Hold your hands behind your neck. Go now up with a rolling movement of your back, you should feel how the individual vertebrae lose contact with the mat. At the highest point, contract your abs as much as you can and hold there for 2 sec. Go now down, unrolling your back.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-6.592f938fa8c7.svg,,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: bodyweight. Расход 135 ккал за 29 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/591/view,wger · CC-BY-SA 3 · wger.de,Абс: Абс,вес тела,"Сидите на ковчеге, ваши телятки отдыхают на скамейке, колени делают прямой угол. Держите руки за шею. Теперь поднимитесь с колесящим движением спины, вы должны почувствовать, как отдельные позвоночники теряют контакт с ковчегом. В высшем месте, сократите свои брюки, сколько можете, и держитесь там на 2 секунды. Теперь опуститесь, разворачивая спину.",Инвентарь: вес тела. Освободите безопасное место и подготовьте воду.,"Сидите на ковчеге, ваши телятки отдыхают на скамейке, колени делают прямой угол. Держите руки за шею. Теперь поднимитесь с колесящим движением спины, вы должны почувствовать, как отдельные позвоночники теряют контакт с ковчегом. В высшем месте, сократите свои брюки, сколько можете, и держитесь там на 2 секунды. Теперь опуститесь, разворачивая спину.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-567,"""Шолдер Пресс"", ""Дамббэлл""","Shoulder Press, Dumbbells [wger-567]",Shoulders: Shoulders,Dumbbell,средний,31,163,3,"Sit on a bench, the back rest should be almost vertical. Take two dumbbells and bring them up to shoulder height, the palms and the elbows point during the whole exercise to the front. Press the weights up, at the highest point they come very near but don't touch. Go slowly down and repeat.",Инвентарь: Dumbbell. Освободите безопасное место и подготовьте воду.,"Sit on a bench, the back rest should be almost vertical. Take two dumbbells and bring them up to shoulder height, the palms and the elbows point during the whole exercise to the front. Press the weights up, at the highest point they come very near but don't touch. Go slowly down and repeat.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/media/exercise-images/123/dumbbell-shoulder-press-large-1.png.400x400_q85.jpg,https://wger.de/media/exercise-video/567/64f33c19-1d96-4b7c-af17-6c6a4941c614.MOV,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: Dumbbell. Расход 163 ккал за 31 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/567/view,wger · CC-BY-SA 3 · wger.de,Оши: Оши,Дэмббелл,"Сидите на скамейке, спина должна быть почти вертикальной. Возьмите два пуговицы и поднимите их до высоты плеча, пальмы и локте указывают на переднюю часть всего упражнения. Нажмите на весы вверх, в высшей точке они очень близки, но не прикасайтесь.",Инвентарь: Дэмббелл. Освободите безопасное место и подготовьте воду.,"Сидите на скамейке, спина должна быть почти вертикальной. Возьмите два пуговицы и поднимите их до высоты плеча, пальмы и локте указывают на переднюю часть всего упражнения. Нажмите на весы вверх, в высшей точке они очень близки, но не прикасайтесь.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-566,"""Шолдер Пресс"", ""Барбелл""","Shoulder Press, Barbell [wger-566]",Shoulders: Shoulders,Barbell,продвинутый,30,158,5,"Sit on a bench, the back rest should be almost vertical. Take a barbell with a shoulder wide grip and bring it up to chest height. Press the weight up, but don't stretch the arms completely. Go slowly down and repeat.",Инвентарь: Barbell. Освободите безопасное место и подготовьте воду.,"Sit on a bench, the back rest should be almost vertical. Take a barbell with a shoulder wide grip and bring it up to chest height. Press the weight up, but don't stretch the arms completely. Go slowly down and repeat.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/media/exercise-images/119/seated-barbell-shoulder-press-large-1.png.400x400_q85.jpg,,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: Barbell. Расход 158 ккал за 30 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/566/view,wger · CC-BY-SA 3 · wger.de,Оши: Оши,Барбелл,"Сидите на скамейке, спина должна быть почти вертикальной. Возьмите барбель с широким ухватительством плеча и поднимите его до высоты груди. Нажмите на вес, но не растягивайте руки полностью.",Инвентарь: Барбелл. Освободите безопасное место и подготовьте воду.,"Сидите на скамейке, спина должна быть почти вертикальной. Возьмите барбель с широким ухватительством плеча и поднимите его до высоты груди. Нажмите на вес, но не растягивайте руки полностью.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-584,Одноручный проповедник [wger-584],Single-arm Preacher Curl [wger-584],Arms: Biceps,Dumbbell,продвинутый,22,116,5,"Sit on the preacher curl bench and perform a bicep curl with a dumbbell in one hand. Your other hand can be at rest, or beneath your curling arm's elbow.",Инвентарь: Dumbbell. Освободите безопасное место и подготовьте воду.,"Sit on the preacher curl bench and perform a bicep curl with a dumbbell in one hand. Your other hand can be at rest, or beneath your curling arm's elbow.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-1.8790f8a0b3b9.svg,https://wger.de/media/exercise-video/584/109e8d5d-62a4-40ad-8813-2ccef5bc751f.MOV,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: Dumbbell. Расход 116 ккал за 22 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/584/view,wger · CC-BY-SA 3 · tuckerm,Руки: бицепсы,Дэмббелл,Сидеть на скамейке проповедника и делать бицепс с дубббеллом в одной руке.,Инвентарь: Дэмббелл. Освободите безопасное место и подготовьте воду.,Сидеть на скамейке проповедника и делать бицепс с дубббеллом в одной руке.,"Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-590,Сидящий тельца поднимает [wger-590],Sitting Calf Raises [wger-590],"Calves: Soleus, Calves",bodyweight,продвинутый,28,147,5,"Sit on a bench for calf raises and check that the feet are half free and that you can completely stretch the calf muscles down. Pull your calves up, going as far (up) as you can. Make at the highest point a short pause of 1 or 2 seconds and go down.",Инвентарь: bodyweight. Освободите безопасное место и подготовьте воду.,"Sit on a bench for calf raises and check that the feet are half free and that you can completely stretch the calf muscles down. Pull your calves up, going as far (up) as you can. Make at the highest point a short pause of 1 or 2 seconds and go down.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-15.ae8e305fc9e4.svg,https://wger.de/media/exercise-video/590/a325ae2e-686b-4a1f-aff2-ba37fa3fa157.MOV,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: bodyweight. Расход 147 ккал за 28 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/590/view,wger · CC-BY-SA 3 · wger.de,"Тельцы: Солей, тельцы",вес тела,"Посидите на скамейку, чтобы поднять тельца, и проверьте, что ноги полувольные и что вы можете полностью растянуть мышцы тельца вниз.",Инвентарь: вес тела. Освободите безопасное место и подготовьте воду.,"Посидите на скамейку, чтобы поднять тельца, и проверьте, что ноги полувольные и что вы можете полностью растянуть мышцы тельца вниз.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-583,Сверка вверх [wger-583],Side to Side Push Ups [wger-583],"Chest: Shoulders, Obliquus externus abdominis, Chest, Triceps",bodyweight,средний,21,122,4,"-start in push up position\n-lean the body weight to the right side, and complete a push up with the chest over the right hand\n-come back to the centered position\n-on rep 2, lean to the left side",Инвентарь: bodyweight. Освободите безопасное место и подготовьте воду.,"-start in push up position\n-lean the body weight to the right side, and complete a push up with the chest over the right hand\n-come back to the centered position\n-on rep 2, lean to the left side","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-2.e1e1205a3202.svg,,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: bodyweight. Расход 122 ккал за 21 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/583/view,wger · CC-BY-SA 4 · nate303303,"Кронь: плечи, Obliquus externus abdominis, Кронь, трицепсы",вес тела,"- начните в положении подталкивания - наклоните вес тела в правую сторону, и завершите толчок вверх грудью над правой рукой - вернитесь в централизованную позицию - на повторном 2, наклонитесь в левую сторону",Инвентарь: вес тела. Освободите безопасное место и подготовьте воду.,"- начните в положении подталкивания - наклоните вес тела в правую сторону, и завершите толчок вверх грудью над правой рукой - вернитесь в централизованную позицию - на повторном 2, наклонитесь в левую сторону","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-598,Смит-машина Бэнч-пресс [wger-598],Smith Machine Close-grip Bench Press [wger-598],"Arms: Triceps, Chest",bodyweight,средний,10,52,4,"Perform a standard bench press on the smith machine, but have your hands on the bar about shoulder width apart, and keep your elbows close to your body.",Инвентарь: bodyweight. Освободите безопасное место и подготовьте воду.,"Perform a standard bench press on the smith machine, but have your hands on the bar about shoulder width apart, and keep your elbows close to your body.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-5.8a2b934b5486.svg,,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: bodyweight. Расход 52 ккал за 10 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/598/view,wger · CC-BY-SA 3 · tuckerm,"Руки: трицепсы, грудь",вес тела,"Выполните стандартную печать на машине-смита, но держите руки на панели примерно разной шириной плеч и держите локтеты близко к телу.",Инвентарь: вес тела. Освободите безопасное место и подготовьте воду.,"Выполните стандартную печать на машине-смита, но держите руки на панели примерно разной шириной плеч и держите локтеты близко к телу.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-576,Свойный сбой [Wger-576],Side Crunch [wger-576],"Abs: Obliquus externus abdominis, Abs",Gym mat,средний,14,65,3,Hold weight in one hand. Bend side ways to the knee. Pull upo to upright position using your obliquus.,Инвентарь: Gym mat. Освободите безопасное место и подготовьте воду.,Hold weight in one hand. Bend side ways to the knee. Pull upo to upright position using your obliquus.,"Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/media/exercise-images/176/Cross-body-crunch-1.png.400x400_q85.png,,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: Gym mat. Расход 65 ккал за 14 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/576/view,wger · CC-BY-SA 3 · kwrindy,"Абс: Obliquus externus abdominis, Абс",Маточка для спортзалов,"Держите вес в одной руке, сгибайте боковые пути к колену, тяните поднос в прямой позиции, используя облику.",Инвентарь: Маточка для спортзалов. Освободите безопасное место и подготовьте воду.,"Держите вес в одной руке, сгибайте боковые пути к колену, тяните поднос в прямой позиции, используя облику.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-571,"Шрамги, Барбэлл [wger-571]","Shrugs, Barbells [wger-571]",Shoulders: Shoulders,Barbell,средний,35,184,4,"Take a barbell and stand with a straight body, the arms are hanging freely in front of you. Lift from this position the shoulders as high as you can, but don't bend the arms during the movement. On the highest point, make a short pause of 1 or 2 seconds before returning slowly to the initial position.\nWhen training with a higher weight, make sure that you still do the whole movement!",Инвентарь: Barbell. Освободите безопасное место и подготовьте воду.,"Take a barbell and stand with a straight body, the arms are hanging freely in front of you. Lift from this position the shoulders as high as you can, but don't bend the arms during the movement. On the highest point, make a short pause of 1 or 2 seconds before returning slowly to the initial position.\nWhen training with a higher weight, make sure that you still do the whole movement!","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/media/exercise-images/150/Barbell-shrugs-1.png.400x400_q85.png,,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: Barbell. Расход 184 ккал за 35 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/571/view,wger · CC-BY-SA 3 · wger.de,Оши: Оши,Барбелл,"Возьмите барбель и стойте с прямой физической силой, руки свободно висят перед вами. Поднимите из этого положения плечи так высоко, как можете, но не сгибайте руки во время движения.",Инвентарь: Барбелл. Освободите безопасное место и подготовьте воду.,"Возьмите барбель и стойте с прямой физической силой, руки свободно висят перед вами. Поднимите из этого положения плечи так высоко, как можете, но не сгибайте руки во время движения.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-575,Шрамбы на мультипрессе [wger-575],Shrugs on Multipress [wger-575],"Shoulders: Shoulders, Triceps",bodyweight,продвинутый,13,68,5,Техника упражнения Shrugs on Multipress.,Инвентарь: bodyweight. Освободите безопасное место и подготовьте воду.,Shrugs on Multipress,"Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/static/images/muscles/main/muscle-2.e1e1205a3202.svg,https://wger.de/media/exercise-video/575/a7d99f2b-86fc-433a-8ab1-83144c802296.MOV,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: bodyweight. Расход 68 ккал за 13 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/575/view,wger · CC-BY-SA 3 · wger.de,"Оши: Оши, трицепсы",вес тела,Техника упражнения Shrugs on Multipress.,Инвентарь: вес тела. Освободите безопасное место и подготовьте воду.,Шрамбы на мультипечати,"Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
wger-572,"Шрёги, Дэмббэллы [wger-572]","Shrugs, Dumbbells [wger-572]",Shoulders: Shoulders,Dumbbell,продвинутый,10,52,5,"Stand with straight body, the hands are hanging freely on the side and hold each a dumbbell. Lift from this position the shoulders as high as you can, but don't bend the arms during the movement. On the highest point, make a short pause of 1 or 2 seconds before returning slowly to the initial position.\nWhen training with a higher weight, make sure that you still do the whole movement!",Инвентарь: Dumbbell. Освободите безопасное место и подготовьте воду.,"Stand with straight body, the hands are hanging freely on the side and hold each a dumbbell. Lift from this position the shoulders as high as you can, but don't bend the arms during the movement. On the highest point, make a short pause of 1 or 2 seconds before returning slowly to the initial position.\nWhen training with a higher weight, make sure that you still do the whole movement!","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",https://wger.de/media/exercise-images/151/Dumbbell-shrugs-2.png.400x400_q85.jpg,,,"Справочная проверка безопасности: повышайте объём постепенно и прекращайте подход при потере техники. Инвентарь: Dumbbell. Расход 52 ккал за 10 мин рассчитан ориентировочно для массы 70 кг и меняется с интенсивностью и индивидуальными особенностями. При травмах, боли, беременности, сердечно-сосудистых или иных ограничениях согласуйте нагрузку со специалистом. Это автоматическая справка, не персональное заключение врача.",https://wger.de/en/exercise/572/view,wger · CC-BY-SA 3 · wger.de,Оши: Оши,Дэмббелл,"Стойте с прямой стороны, руки свободно подвешиваются на стороне и держите каждый за ручку. Поднимите из этого положения плечи так высоко, как можете, но не сгибайте руки во время движения. На самой высокой точке, сделайте короткую паузу в течение 1 или 2 секунд, прежде чем медленно вернуться к начальной позиции.",Инвентарь: Дэмббелл. Освободите безопасное место и подготовьте воду.,"Стойте с прямой стороны, руки свободно подвешиваются на стороне и держите каждый за ручку. Поднимите из этого положения плечи так высоко, как можете, но не сгибайте руки во время движения. На самой высокой точке, сделайте короткую паузу в течение 1 или 2 секунд, прежде чем медленно вернуться к начальной позиции.","Прекратите упражнение при острой боли, головокружении, необычной одышке или сердцебиении. При ограничениях согласуйте нагрузку со специалистом.",
