id,title_ru,title_en,category,kind,calories,protein,fat,carbs,sugar,carb_type,fiber,alcohol,salt,health_level,composition,ingredients,preparation,minutes,cost,image,video,history,doctor_review,source_url,data_license
off-8410376074307,"Digestive sin azúcares — Gullón, 400 g [8410376074307]","Digestive sin azúcares — Gullón, 400 g [8410376074307]",Snacks,sweet,430,6,16,68,0,сложные,6,,0.88,6,"wheat flour 70%, sweeteners (isomalt and maltitol), vegetable oil (high oleic sunflower) 16%, wheat bran 5%, oligofructose, raising agents (sodium acid carbonate, ammonium acid carbonate), salt, emulsifier (soy lecithin), may contain traces of milk and mustard, high in fiber,","wheat flour 70%, sweeteners (isomalt and maltitol), vegetable oil (high oleic sunflower) 16%, wheat bran 5%, oligofructose, raising agents (sodium acid carbonate, ammonium acid carbonate), salt, emulsifier (soy lecithin), may contain traces of milk and mustard, high in fiber,",,0,0,https://images.openfoodfacts.org/images/products/841/037/607/4307/front_es.25.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; есть значимое количество клетчатки (6 г); высокая энергетическая плотность (430 ккал). Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/8410376074307/digestive-sin-azucares-gullon,Open Food Facts — ODbL 1.0
off-8480000505453,"Havarti — HACENDADO, 300g [8480000505453]","Havarti — HACENDADO, 300g [8480000505453]",Dairies,product,396,19,35,1,0,сложные,0,,1.2,4,"_Leche_ pasteurizada de vaca, sal, cuajo, fermentos lácticos,","_Leche_ pasteurizada de vaca, sal, cuajo, fermentos lácticos,",,0,0,https://images.openfoodfacts.org/images/products/848/000/050/5453/front_es.123.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/8480000505453/havarti-hacendado,Open Food Facts — ODbL 1.0
off-8719200274303,"Flora 100% végétal Doux 250g, 250 h [8719200274303]","Flora 100% végétal Doux 250g, 250 h [8719200274303]",Plant-based foods and beverages,drink,713,0,79,0,0,,0,,0,4,"Huiles végétales (tournesol, colza en proportions variables), graisse de coco, eau, préparation à base de fève, émulsifiant (lécithine de tournesol), arôme naturel; colorant (caroténoïdes).","Huiles végétales (tournesol, colza en proportions variables), graisse de coco, eau, préparation à base de fève, émulsifiant (lécithine de tournesol), arôme naturel; colorant (caroténoïdes).",,0,0,https://images.openfoodfacts.org/images/products/871/920/027/4303/front_fr.31.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; высокая энергетическая плотность (713 ккал). Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/8719200274303/flora-100-vegetal-doux-250g,Open Food Facts — ODbL 1.0
off-20443375,"Azeitonas Lidl — Baresa, 170g [20443375]","Azeitonas Lidl — Baresa, 170g [20443375]",Plant-based foods and beverages,drink,172,1,18,0,0,,2,,3,4,"green olives, water, table salt, acidifier: citric acid, antioxidant: ascorbic acid,","green olives, water, table salt, acidifier: citric acid, antioxidant: ascorbic acid,",,0,0,https://images.openfoodfacts.org/images/products/000/002/044/3375/front_en.179.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; много соли (3 г на 100 г/мл). Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/20443375/azeitonas-lidl-baresa,Open Food Facts — ODbL 1.0
off-3033491993176,"Kéfir Saveur myrtille — Activa, Danone, 280 g [3033491993176]","Kéfir Saveur myrtille — Activa, Danone, 280 g [3033491993176]",Beverages and beverages preparations,drink,72,3,3,8,8,простые,0,,0.12,4,"Lait demi-écrémé (87,6%), crème (LAIT), sucre (3,8%), myrtille (1%), LAIT écrémé en poudre, jus concentré de citron, concentrés de carotte, d'aronia et de raisin; arôme naturel de myrille avec autres arômes naturels, arômes naturels, épaississant (amidon transforme), leurs de leifr et ferments (dont ferments du yaourt et Bifidobacterium (LAIT). Peut contenir : CEREALES CONTENANT DU GLUTEN, SESAME.","Lait demi-écrémé (87,6%), crème (LAIT), sucre (3,8%), myrtille (1%), LAIT écrémé en poudre, jus concentré de citron, concentrés de carotte, d'aronia et de raisin; arôme naturel de myrille avec autres arômes naturels, arômes naturels, épaississant (amidon transforme), leurs de leifr et ferments (dont ferments du yaourt et Bifidobacterium (LAIT). Peut contenir : CEREALES CONTENANT DU GLUTEN, SESAME.",,0,0,https://images.openfoodfacts.org/images/products/303/349/199/3176/front_fr.31.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: выраженные пищевые факторы по заполненным полям не выделены. Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3033491993176/kefir-saveur-myrtille-activa,Open Food Facts — ODbL 1.0
off-3083680025881,"Maïs SSA 1/2 — Bonduelle, 285 g [3083680025881]","Maïs SSA 1/2 — Bonduelle, 285 g [3083680025881]",Plant-based foods and beverages,drink,80,3,2,11,5,смешанные,4,,0.4,8,"Maïs doux en grains, eau, sel. Contient des sucres naturellement présents. Pour la France (si étiquetage du logo ss OGM) : Maïs doux en grains sans OGM (Organisme Génétiquement Modifié), eau, sel. Contient des sucres naturellement présents.","Maïs doux en grains, eau, sel. Contient des sucres naturellement présents. Pour la France (si étiquetage du logo ss OGM) : Maïs doux en grains sans OGM (Organisme Génétiquement Modifié), eau, sel. Contient des sucres naturellement présents.",,0,0,https://images.openfoodfacts.org/images/products/308/368/002/5881/front_fr.141.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3083680025881/mais-ssa-1-2-bonduelle,Open Food Facts — ODbL 1.0
off-3116430216342,"Delichoc Milk Chocolate Cookies — Delacre y, 150g [3116430216342]","Delichoc Milk Chocolate Cookies — Delacre y, 150g [3116430216342]",Snacks,sweet,476,5,18,72,48,простые,0,,0.31,2,"_Milk_ chocolate 38% (sugar, cocoa butter, cocoa mass, dried skimmed _milk_, butter oil, emulsifier (_soya_ lecithin), flavouring), _wheat_ flour, sugar, vegetable fats (palm, rapeseed), salt, _milk_ solids, emulsifier (_soya_ lecithin), raising agents, (sodium carbonates, ammonium bicarbonates), flavouring. May contain _hazelnuts_, other _nuts_ and _eggs_.","_Milk_ chocolate 38% (sugar, cocoa butter, cocoa mass, dried skimmed _milk_, butter oil, emulsifier (_soya_ lecithin), flavouring), _wheat_ flour, sugar, vegetable fats (palm, rapeseed), salt, _milk_ solids, emulsifier (_soya_ lecithin), raising agents, (sodium carbonates, ammonium bicarbonates), flavouring. May contain _hazelnuts_, other _nuts_ and _eggs_.",,0,0,https://images.openfoodfacts.org/images/products/311/643/021/6342/front_en.61.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: много сахара (48 г на 100 г/мл); высокая энергетическая плотность (476 ккал). Ориентир по частоте: лучше оставить для редкого употребления, если врач или диетолог не рекомендовал иначе. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3116430216342/delichoc-milk-chocolate-cookies-delacre-y,Open Food Facts — ODbL 1.0
off-3165440006702,"Couscous sachet cuisson — Tipiak, 500 g (5 sachets) [3165440006702]","Couscous sachet cuisson — Tipiak, 500 g (5 sachets) [3165440006702]",Plant-based foods and beverages,drink,360,13,2,72,3,сложные,4,,0,9,"100 % Semoule de blé dur (gluten), Traces possibles de lait, soja, céleri, moutarde et lupin,","100 % Semoule de blé dur (gluten), Traces possibles de lait, soja, céleri, moutarde et lupin,",,0,0,https://images.openfoodfacts.org/images/products/316/544/000/6702/front_fr.131.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3165440006702/couscous-sachet-cuisson-tipiak,Open Food Facts — ODbL 1.0
off-3168930173199,"Sweet Chilli Pepper Tortillas — Doritos, 160g [3168930173199]","Sweet Chilli Pepper Tortillas — Doritos, 160g [3168930173199]",Snacks,sweet,477,6,22,60,4,сложные,6,,11,2,"Maïs (72%), huile de colza, base aromatisante piment doux (sucre, arômes, exhausteurs de goût (glutamate monosodique, guanylate disodique), chlorure de potassium, protéine végétale hydrolysée, paprika en poudre, oignon en poudre, ail en poudre, sel, acidifiant (acide citrique), piment , colorant (extrait de paprika)), antioxydants (acide ascorbique, extrait de romarin, extrait riche en tocophérols, acide citrique).","Maïs (72%), huile de colza, base aromatisante piment doux (sucre, arômes, exhausteurs de goût (glutamate monosodique, guanylate disodique), chlorure de potassium, protéine végétale hydrolysée, paprika en poudre, oignon en poudre, ail en poudre, sel, acidifiant (acide citrique), piment , colorant (extrait de paprika)), antioxydants (acide ascorbique, extrait de romarin, extrait riche en tocophérols, acide citrique).",,0,0,https://images.openfoodfacts.org/images/products/316/893/017/3199/front_fr.42.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; много соли (11 г на 100 г/мл); есть значимое количество клетчатки (6 г); высокая энергетическая плотность (477 ккал). Ориентир по частоте: лучше оставить для редкого употребления, если врач или диетолог не рекомендовал иначе. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3168930173199/sweet-chilli-pepper-tortillas-doritos,Open Food Facts — ODbL 1.0
off-3175681259102,"Teriyaki Riz façcon teriyaki légumes & gingembre — Céréal Bio, 220 g [3175681259102]","Teriyaki Riz façcon teriyaki légumes & gingembre — Céréal Bio, 220 g [3175681259102]",Meals,meal,161,6,5,21,2,сложные,6,,0.98,8,"Eau, riz long complet de Camargue IGP* 24,1%, carottes* 10,9%, oignons* 10,4%, poivrons rouges* 5,9%, protéines de _soja_ texturées* 3,6%, huile de tournesol*, sauce _soja_* 3,3% (eau, _soja_*, _blé_*, sel de mer, alcool*), miel* 2,5%, jus de citron 1,8%, farine de _soja_ déshuilée* 1,5%, gingembre* en poudre, oignons* en poudre, _sésame_* noir complet, _gluten_ de _blé_*, ail* en poudre, sel de mer. *Ingrédients issus de l'agriculture biologique.","Eau, riz long complet de Camargue IGP* 24,1%, carottes* 10,9%, oignons* 10,4%, poivrons rouges* 5,9%, protéines de _soja_ texturées* 3,6%, huile de tournesol*, sauce _soja_* 3,3% (eau, _soja_*, _blé_*, sel de mer, alcool*), miel* 2,5%, jus de citron 1,8%, farine de _soja_ déshuilée* 1,5%, gingembre* en poudre, oignons* en poudre, _sésame_* noir complet, _gluten_ de _blé_*, ail* en poudre, sel de mer. *Ingrédients issus de l'agriculture biologique.","Источник не содержит проверенного рецепта этого готового блюда. Следуйте способу приготовления, температуре и условиям хранения на упаковке; не используйте эту карточку как замену инструкции производителя.",0,0,https://images.openfoodfacts.org/images/products/317/568/125/9102/front_fr.73.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; есть значимое количество клетчатки (6 г). Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3175681259102/teriyaki-riz-faccon-teriyaki-legumes-gingembre-cereal-bio,Open Food Facts — ODbL 1.0
off-3175681272941,"Gerble - Organic Chocolate Cookie Flavored w/ Banana, 132g (4.7oz) — Gerblé, Gerblé Bio [3175681272941]","Gerble - Organic Chocolate Cookie Flavored w/ Banana, 132g (4.7oz) — Gerblé, Gerblé Bio [3175681272941]",Snacks,sweet,459,9,19,59,14,сложные,8,,0.36,6,"Flocons d' avoine 31,6%, farine complète de grand épeautre (blé) 23,8%, farine complète de blé de meule 14,8%, huile de tournesol oléique, sucre de canne, pépites de chocolat 5,1% (sucre de canne, pâte de cacao, beurre de cacao), cacao maigre en poudre, arôme naturel de banane, poudres à lever (acide citrique, carbonates de sodium), * Ingrédients issus de l’agriculture biologique","Flocons d' avoine 31,6%, farine complète de grand épeautre (blé) 23,8%, farine complète de blé de meule 14,8%, huile de tournesol oléique, sucre de canne, pépites de chocolat 5,1% (sucre de canne, pâte de cacao, beurre de cacao), cacao maigre en poudre, arôme naturel de banane, poudres à lever (acide citrique, carbonates de sodium), * Ingrédients issus de l’agriculture biologique",,0,0,https://images.openfoodfacts.org/images/products/317/568/127/2941/front_fr.46.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: есть значимое количество клетчатки (8 г); высокая энергетическая плотность (459 ккал). Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3175681272941/gerble-organic-chocolate-cookie-flavored-w-banana-132g-4-7oz,Open Food Facts — ODbL 1.0
off-3175681302686,Matin Noisette — Gerblé [3175681302686],Matin Noisette — Gerblé [3175681302686],Snacks,sweet,455,10,18,59,16,смешанные,9,,0.15,8,"Farine complète de blé 33,3%, farine de blé 22,3%, sucre non raffiné, huile de colza, noisettes torréfiées 5%, flocons d'avoine complète 3,7%, flocons de soja toastés, flocons de blé complet 3,7%, fibre de blé, jus concentré de citron, magnésium, poudre à lever : carbonates de sodium, émulsifiant: lécithines, arôme naturel, vitamines PP, B5, B6, B2. Fabriqué dans un atelier qui utilise des fruits à coque, du lait, des œufs et du sésame.","Farine complète de blé 33,3%, farine de blé 22,3%, sucre non raffiné, huile de colza, noisettes torréfiées 5%, flocons d'avoine complète 3,7%, flocons de soja toastés, flocons de blé complet 3,7%, fibre de blé, jus concentré de citron, magnésium, poudre à lever : carbonates de sodium, émulsifiant: lécithines, arôme naturel, vitamines PP, B5, B6, B2. Fabriqué dans un atelier qui utilise des fruits à coque, du lait, des œufs et du sésame.",,0,0,https://images.openfoodfacts.org/images/products/317/568/130/2686/front_en.32.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: есть значимое количество клетчатки (9 г); высокая энергетическая плотность (455 ккал). Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3175681302686/matin-noisette-gerble,Open Food Facts — ODbL 1.0
off-3229820786865,"Avoine cuisine — Bjorg, 200 ml [3229820786865]","Avoine cuisine — Bjorg, 200 ml [3229820786865]",Plant-based foods and beverages,drink,79,1,7,4,0,сложные,1,,0.18,9,"Eau, avoine* 8%, huile de tournesol* pressée à froid, épaississant: gomme guar*; sel marin. *Ingrédients biologiques.","Eau, avoine* 8%, huile de tournesol* pressée à froid, épaississant: gomme guar*; sel marin. *Ingrédients biologiques.",,0,0,https://images.openfoodfacts.org/images/products/322/982/078/6865/front_fr.67.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3229820786865/avoine-cuisine-bjorg,Open Food Facts — ODbL 1.0
off-3256549997296,"Brioche tranchée -30% sucre — Brioche Pasquier,Pasquier, 450 g [3256549997296]","Brioche tranchée -30% sucre — Brioche Pasquier,Pasquier, 450 g [3256549997296]",Snacks,sweet,330,6,11,47,9,сложные,7,,0.5,6,"Farine de BLE 46%, Levain 15% (farine de BLE 9%, eau, sel), ŒUFS frais, Sucre, Huile de colza, Fibres de BLE, Fibres de chicorée, Levure, mono et diglycérides d'acides gras, Rhum, Sel de mer et mineraux marins (potassium, magnésium, calcium), Extrait de carotte, Arôme naturel.","Farine de BLE 46%, Levain 15% (farine de BLE 9%, eau, sel), ŒUFS frais, Sucre, Huile de colza, Fibres de BLE, Fibres de chicorée, Levure, mono et diglycérides d'acides gras, Rhum, Sel de mer et mineraux marins (potassium, magnésium, calcium), Extrait de carotte, Arôme naturel.",,0,0,https://images.openfoodfacts.org/images/products/325/654/999/7296/front_en.19.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: есть значимое количество клетчатки (7 г). Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3256549997296/brioche-tranchee-30-sucre-brioche-pasquier,Open Food Facts — ODbL 1.0
off-3270190121909,"Moutarde de Dijon — CMI (Carrefour Marchandises Internationales), Carrefour, Groupe Carrefour, 370 g [3270190121909]","Moutarde de Dijon — CMI (Carrefour Marchandises Internationales), Carrefour, Groupe Carrefour, 370 g [3270190121909]",Condiments,product,136,7,10,3,3,простые,2,,5.7,2,"Eau, graines de _moutarde_, vinaigre d'alcool, sel, antioxydant : di_sulfite_ de potassium, acidifiant : acide citrique.","Eau, graines de _moutarde_, vinaigre d'alcool, sel, antioxydant : di_sulfite_ de potassium, acidifiant : acide citrique.",,0,0,https://images.openfoodfacts.org/images/products/327/019/012/1909/front_fr.74.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; много соли (5.7 г на 100 г/мл). Ориентир по частоте: лучше оставить для редкого употребления, если врач или диетолог не рекомендовал иначе. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3270190121909/moutarde-de-dijon-cmi-carrefour-marchandises-internationales,Open Food Facts — ODbL 1.0
off-3341504005540,"Saint Agur — Saint Agur, Savencia, 125 g [3341504005540]","Saint Agur — Saint Agur, Savencia, 125 g [3341504005540]",Dairies,product,361,16,33,0,0,,0,,2.2,4,"_Lait_ pasteurisé, sel, ferments","_Lait_ pasteurisé, sel, ferments",,0,0,https://images.openfoodfacts.org/images/products/334/150/400/5540/front_en.81.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; много соли (2.2 г на 100 г/мл). Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3341504005540/saint-agur,Open Food Facts — ODbL 1.0
off-3502490171606,"Pruneaux d'Agen dénoyautés — Maître PRUNILLE, 500 g [3502490171606]","Pruneaux d'Agen dénoyautés — Maître PRUNILLE, 500 g [3502490171606]",Plant-based foods and beverages,drink,230,2,0,50,37,простые,8,,0,5,Pruneaux d'Agen géants dénoyautés,Pruneaux d'Agen géants dénoyautés,,0,0,https://images.openfoodfacts.org/images/products/350/249/017/1606/front_fr.149.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: много сахара (37 г на 100 г/мл); есть значимое количество клетчатки (8 г); сладкие напитки легче дают избыток сахара без насыщения. Ориентир по частоте: лучше употреблять умеренно и сравнивать с менее сладкими или солёными вариантами. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3502490171606/pruneaux-d-agen-denoyautes-maitre-prunille,Open Food Facts — ODbL 1.0
off-3564707116169,"Flocons d'Avoine — Bio Village,Marque Repère, 500 g [3564707116169]","Flocons d'Avoine — Bio Village,Marque Repère, 500 g [3564707116169]",Plant-based foods and beverages,drink,372,14,7,59,1,сложные,10,,0.02,9,Flocons d'avoine*. * Ingrédient issu de l'agriculture biologique.,Flocons d'avoine*. * Ingrédient issu de l'agriculture biologique.,,0,0,https://images.openfoodfacts.org/images/products/356/470/711/6169/front_fr.63.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; есть значимое количество клетчатки (10 г). Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3564707116169/flocons-d-avoine-bio-village,Open Food Facts — ODbL 1.0
off-3564707148450,"Pain de mie au ble complet — Bio Village, Marque Repère, 500g [3564707148450]","Pain de mie au ble complet — Bio Village, Marque Repère, 500g [3564707148450]",Plant-based foods and beverages,drink,273,8,5,46,5,сложные,5,,1.1,6,"Farine de blé* 44 %, eau, farine complète de blé* 18 %, huile de colza*, sucre de canne*, levure, son de blé*, arôme naturel de vanille* (contient alcool*), sel, gluten de ble*.","Farine de blé* 44 %, eau, farine complète de blé* 18 %, huile de colza*, sucre de canne*, levure, son de blé*, arôme naturel de vanille* (contient alcool*), sel, gluten de ble*.",,0,0,https://images.openfoodfacts.org/images/products/356/470/714/8450/front_fr.22.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: обычно подходит для периодического употребления с учётом порции и остального рациона. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3564707148450/pain-de-mie-au-ble-complet-bio-village,Open Food Facts — ODbL 1.0
off-3600900006972,"tendres perles — Tipiak, 2x175g [3600900006972]","tendres perles — Tipiak, 2x175g [3600900006972]",Plant-based foods and beverages,drink,348,12,2,72,3,сложные,4,,0.01,8,"Semoule de _blé_ dur précuite 84 %, Semoule de maïs précuite 12,9 %, Farine de blé 3,1%,","Semoule de _blé_ dur précuite 84 %, Semoule de maïs précuite 12,9 %, Farine de blé 3,1%,",,0,0,https://images.openfoodfacts.org/images/products/360/090/000/6972/front_fr.84.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3600900006972/tendres-perles-tipiak,Open Food Facts — ODbL 1.0
off-3760020505912,"Bouillon Cube Poule — Jardin bio, Léa Nature, 80 g [3760020505912]","Bouillon Cube Poule — Jardin bio, Léa Nature, 80 g [3760020505912]",Dried products,product,31,0,2,3,1,смешанные,0,,4.4,2,"INGRÉDIENTS DU BOUILLON DÉSHYDRATÉ : sel marin, beurre de karité*, amidon de maïs*, sucre de canne brut*, viande de poule en poudre* 6,3%, extrait de levure, graisse de poule* 1,7%, CELERI* 0,8%, oignons* 0,8%, épices*, fines herbes* 0,5%, ail*. *Produits issus de l'agriculture biologique. Peut contenir des traces de gluten, d'OEUFS, SOJA, LAIT et MOUTARDE.","INGRÉDIENTS DU BOUILLON DÉSHYDRATÉ : sel marin, beurre de karité*, amidon de maïs*, sucre de canne brut*, viande de poule en poudre* 6,3%, extrait de levure, graisse de poule* 1,7%, CELERI* 0,8%, oignons* 0,8%, épices*, fines herbes* 0,5%, ail*. *Produits issus de l'agriculture biologique. Peut contenir des traces de gluten, d'OEUFS, SOJA, LAIT et MOUTARDE.",,0,0,https://images.openfoodfacts.org/images/products/376/002/050/5912/front_en.102.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки; много соли (4.4 г на 100 г/мл). Ориентир по частоте: лучше оставить для редкого употребления, если врач или диетолог не рекомендовал иначе. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3760020505912/bouillon-cube-poule-jardin-bio,Open Food Facts — ODbL 1.0
off-3760324300053,"Haché Végétal et Gourmand — HappyVore, 200 g [3760324300053]","Haché Végétal et Gourmand — HappyVore, 200 g [3760324300053]",Plant-based foods and beverages,drink,224,14,16,3,0,сложные,5,,0.59,9,"Eau, protéines texturées de pois (protéines de pois (12%), extrait de pois), huile de tournesol, isolat de protéines de pois (2%), correcteurs d'acidité: vinaigre tamponné, acide citrique, fibre de bambou, stabilisant : méthylcellulose, concentré de jus de betterave, extrait de malt d'orge, amidon de pomme de terre, fibre de pomme de terre, maltodextrine, arômes naturels, sel, Ce produit peut contenir des traces de: céréales contenant du gluten, lait et soja, Spécialité végétale à base de protéines de pois,","Eau, protéines texturées de pois (protéines de pois (12%), extrait de pois), huile de tournesol, isolat de protéines de pois (2%), correcteurs d'acidité: vinaigre tamponné, acide citrique, fibre de bambou, stabilisant : méthylcellulose, concentré de jus de betterave, extrait de malt d'orge, amidon de pomme de terre, fibre de pomme de terre, maltodextrine, arômes naturels, sel, Ce produit peut contenir des traces de: céréales contenant du gluten, lait et soja, Spécialité végétale à base de protéines de pois,",,0,0,https://images.openfoodfacts.org/images/products/376/032/430/0053/front_fr.28.200.jpg,,,"Справочная нутриционная оценка по опубликованному составу и Nutri-Score: мало сахара по данным карточки. Ориентир по частоте: может регулярно входить в разнообразный рацион при подходящем размере порции. Проверяйте фактическую порцию, аллергены и этикетку. Это автоматическая справка, не персональный отзыв врача и не назначение лечения.",http://world-en.openfoodfacts.org/product/3760324300053/hache-vegetal-et-gourmand-happyvore,Open Food Facts — ODbL 1.0
